"12ng -- Kuolleet viikoittain sukupuolen, iän ja maakunnan mukaan (Pikaennakko), 1990W01-2022W14*"

"Alue";"Viikko";"Yhteensä Yhteensä Kuolleet";"0 - 4 Yhteensä Kuolleet";"5 - 9 Yhteensä Kuolleet";"10 - 14 Yhteensä Kuolleet";"15 - 19 Yhteensä Kuolleet";"20 - 24 Yhteensä Kuolleet";"25 - 29 Yhteensä Kuolleet";"30 - 34 Yhteensä Kuolleet";"35 - 39 Yhteensä Kuolleet";"40 - 44 Yhteensä Kuolleet";"45 - 49 Yhteensä Kuolleet";"50 - 54 Yhteensä Kuolleet";"55 - 59 Yhteensä Kuolleet";"60 - 64 Yhteensä Kuolleet";"65 - 69 Yhteensä Kuolleet";"70 - 74 Yhteensä Kuolleet";"75 - 79 Yhteensä Kuolleet";"80 - 84 Yhteensä Kuolleet";"85 - 89 Yhteensä Kuolleet";"90 - Yhteensä Kuolleet"
"KOKO MAA";"1993W46";988;9;0;0;6;4;6;12;10;19;25;36;47;71;97;125;141;184;121;75
"KOKO MAA";"1993W47";941;13;2;0;4;7;3;6;16;18;24;27;33;63;79;114;132;187;129;84
"KOKO MAA";"1993W48";1096;8;2;1;3;4;3;6;15;25;31;23;47;57;93;146;158;196;172;106
"KOKO MAA";"1993W49";1185;6;1;0;1;7;6;11;13;22;28;28;38;59;108;148;178;235;201;95
"KOKO MAA";"1993W50";1252;11;1;1;1;0;6;12;16;16;38;36;45;71;94;155;196;237;212;104
"KOKO MAA";"1993W51";1320;7;0;3;1;3;6;11;11;18;26;33;40;74;118;157;200;286;204;122
"KOKO MAA";"1993W52";1263;9;3;0;4;5;11;7;10;22;28;36;50;61;95;142;167;247;233;133
"KOKO MAA";"1994W01";1173;5;0;0;0;3;3;8;12;13;32;34;53;42;109;128;177;209;204;141
"KOKO MAA";"1994W02";1101;15;0;3;5;3;6;10;6;26;31;19;38;66;111;103;177;206;168;108
"KOKO MAA";"1994W03";1002;8;0;0;5;3;5;5;17;23;31;29;34;56;83;121;150;199;140;93
"KOKO MAA";"1994W04";930;5;0;0;2;4;6;9;10;22;30;27;35;56;92;124;134;169;126;79
"KOKO MAA";"1994W05";1037;10;0;1;2;4;4;9;9;18;35;28;46;62;90;134;148;183;158;96
"KOKO MAA";"1994W06";950;6;0;1;1;2;8;5;15;26;24;23;30;65;80;117;146;179;133;89
"KOKO MAA";"1994W07";971;7;0;3;0;3;5;4;10;22;21;28;38;60;103;117;148;175;137;90
"KOKO MAA";"1994W08";933;6;3;3;2;4;6;8;8;18;36;19;35;57;85;106;133;191;127;86
"KOKO MAA";"1994W09";927;5;0;0;0;6;7;11;11;23;32;28;31;79;78;121;115;175;132;73
"KOKO MAA";"1994W10";910;9;1;2;2;6;9;5;11;14;24;27;45;69;77;124;136;164;114;71
"KOKO MAA";"1994W11";893;10;2;1;4;1;4;2;12;17;23;27;23;45;90;115;134;178;135;70
"KOKO MAA";"1994W12";932;4;0;1;4;3;6;1;10;18;40;25;39;56;86;119;134;154;148;84
"KOKO MAA";"1994W13";874;5;0;3;5;6;5;7;13;22;33;25;28;55;94;99;131;155;130;58
"KOKO MAA";"1994W14";848;1;3;1;5;0;2;8;16;11;25;35;31;59;72;115;110;152;134;68
"KOKO MAA";"1994W15";878;7;0;1;5;1;7;3;7;22;25;26;39;54;80;113;141;152;117;78
"KOKO MAA";"1994W16";914;9;2;3;1;6;4;12;15;20;28;25;33;66;95;114;133;155;125;68
"KOKO MAA";"1994W17";972;7;0;2;8;5;9;12;15;23;28;32;46;55;78;112;133;194;145;68
"KOKO MAA";"1994W18";832;4;2;1;3;8;5;11;10;27;26;26;33;62;64;97;106;144;129;74
"KOKO MAA";"1994W19";937;8;0;0;5;3;6;8;20;27;31;27;35;76;81;128;127;153;119;83
"KOKO MAA";"1994W20";873;8;1;1;7;5;2;5;13;17;23;27;33;68;72;117;119;166;122;67
"KOKO MAA";"1994W21";851;3;0;1;6;3;4;4;10;22;30;35;37;62;59;104;133;153;114;71
"KOKO MAA";"1994W22";897;6;0;1;5;7;3;13;10;19;30;28;41;61;64;120;130;153;130;76
"KOKO MAA";"1994W23";893;10;0;0;3;10;3;8;18;16;28;23;35;57;66;117;139;177;119;64
"KOKO MAA";"1994W24";927;7;0;0;3;6;7;5;14;13;35;25;46;63;73;135;135;170;110;80
"KOKO MAA";"1994W25";945;5;4;0;3;10;7;8;17;18;38;28;45;60;79;123;122;174;128;76
"KOKO MAA";"1994W26";872;5;1;0;4;6;7;14;11;20;24;26;23;64;68;112;131;159;119;78
"KOKO MAA";"1994W27";962;6;1;1;2;1;9;8;22;23;33;27;39;63;91;118;132;182;118;86
"KOKO MAA";"1994W28";1054;6;3;2;6;4;5;7;12;19;39;29;32;69;103;128;145;190;161;94
"KOKO MAA";"1994W29";895;6;2;0;6;3;10;7;14;24;27;33;55;46;76;133;98;138;133;84
"KOKO MAA";"1994W30";952;9;1;2;10;8;9;8;10;28;30;19;41;61;83;119;124;176;131;83
"KOKO MAA";"1994W31";933;10;0;3;8;9;15;5;9;23;26;31;27;58;95;118;136;180;109;71
"KOKO MAA";"1994W32";876;6;1;0;5;9;6;7;16;26;29;23;36;62;61;116;131;161;120;61
"KOKO MAA";"1994W33";818;6;1;1;3;7;6;4;12;18;30;35;34;61;73;98;118;147;90;74
"KOKO MAA";"1994W34";794;7;1;1;2;5;5;5;10;17;28;38;16;43;76;97;111;142;109;81
"KOKO MAA";"1994W35";816;4;0;2;2;3;6;9;11;22;27;22;26;46;85;104;124;135;121;67
"KOKO MAA";"1994W36";898;7;1;0;0;6;4;6;8;15;27;27;34;63;81;96;140;182;124;77
"KOKO MAA";"1994W37";890;9;0;1;2;5;10;8;12;23;34;27;39;51;102;101;117;164;114;71
"KOKO MAA";"1994W38";910;13;0;0;1;6;11;8;13;19;33;40;38;46;85;116;127;157;127;70
"KOKO MAA";"1994W39";898;7;0;1;3;7;8;5;20;23;19;26;36;56;86;115;119;142;144;81
"KOKO MAA";"1994W40";931;6;1;3;2;7;6;6;18;21;27;22;39;50;89;113;140;160;138;83
"KOKO MAA";"1994W41";978;5;2;1;4;8;7;5;15;29;24;33;34;55;87;114;141;185;152;77
"KOKO MAA";"1994W42";828;5;1;1;2;3;4;9;17;19;33;29;37;57;62;91;106;157;114;81
"KOKO MAA";"1994W43";886;6;0;0;5;3;7;3;8;17;27;33;37;56;77;116;110;164;144;73
"KOKO MAA";"1994W44";830;9;1;0;1;6;5;5;9;16;22;39;43;52;83;85;111;147;113;83
"KOKO MAA";"1994W45";864;6;0;1;4;4;11;3;12;20;27;17;47;49;74;115;119;164;111;80
"KOKO MAA";"1994W46";940;3;0;1;3;4;4;9;15;15;21;33;30;49;100;117;149;150;149;88
"KOKO MAA";"1994W47";889;11;1;0;4;5;2;7;7;18;18;34;47;56;82;114;115;156;136;76
"KOKO MAA";"1994W48";894;6;1;6;4;3;5;6;9;14;30;23;47;50;76;102;127;156;141;88
"KOKO MAA";"1994W49";929;12;0;0;3;4;8;12;13;13;31;23;41;57;101;109;132;155;145;70
"KOKO MAA";"1994W50";924;7;1;0;2;3;8;9;12;18;29;27;31;66;103;111;129;186;119;63
"KOKO MAA";"1994W51";959;3;2;2;3;2;6;8;13;19;23;40;41;60;81;118;156;176;121;85
"KOKO MAA";"1994W52";1012;10;1;0;7;3;7;10;17;20;28;26;41;47;98;129;154;184;145;85
"KOKO MAA";"1995W01";937;5;0;1;5;3;5;7;13;26;26;29;35;60;91;108;120;183;135;85
"KOKO MAA";"1995W02";1004;5;2;2;1;1;6;6;17;18;25;25;47;59;99;126;138;176;146;105
"KOKO MAA";"1995W03";1000;5;1;0;1;7;7;7;9;14;29;29;41;51;91;118;147;198;158;87
"KOKO MAA";"1995W04";1004;1;2;5;3;3;5;11;10;17;33;24;36;64;100;124;133;185;163;85
"KOKO MAA";"1995W05";966;4;0;1;6;2;6;12;12;16;37;29;37;60;76;105;145;170;133;115
"KOKO MAA";"1995W06";1007;3;0;2;1;1;7;7;9;24;26;32;38;69;96;139;126;187;152;88
"KOKO MAA";"1995W07";966;9;1;0;6;2;4;8;6;23;25;37;36;48;95;122;115;193;157;79
"KOKO MAA";"1995W08";960;8;3;2;3;8;1;4;11;27;24;29;41;58;99;100;144;191;134;73
"KOKO MAA";"1995W09";1068;7;2;0;4;4;6;6;19;17;25;38;41;62;100;137;156;216;143;85
"KOKO MAA";"1995W10";995;11;1;1;4;6;10;8;16;16;32;29;44;48;100;99;133;175;162;100
"KOKO MAA";"1995W11";976;6;2;0;1;8;5;2;8;15;28;31;40;58;89;128;119;180;165;91
"KOKO MAA";"1995W12";1003;4;1;0;3;9;2;6;13;18;32;34;33;75;94;115;149;185;151;79
"KOKO MAA";"1995W13";931;1;2;1;4;2;6;8;10;19;21;27;40;68;81;128;131;160;135;87
"KOKO MAA";"1995W14";903;8;1;0;5;7;9;11;7;23;25;39;32;56;91;130;119;142;126;72
"KOKO MAA";"1995W15";959;8;0;0;0;4;7;4;14;18;29;37;41;48;92;111;140;174;152;80
"KOKO MAA";"1995W16";970;4;1;3;4;3;5;5;12;15;38;29;42;46;96;111;158;179;140;79
"KOKO MAA";"1995W17";970;12;0;0;5;6;4;7;15;19;41;30;33;51;93;120;134;188;129;83
"KOKO MAA";"1995W18";1000;3;1;2;4;5;10;11;11;16;37;39;38;65;90;132;143;177;143;73
"KOKO MAA";"1995W19";938;8;2;0;1;3;6;4;16;21;30;36;27;48;96;108;128;160;154;90
"KOKO MAA";"1995W20";949;5;1;1;4;4;9;10;12;26;33;36;37;60;81;124;137;167;126;76
"KOKO MAA";"1995W21";927;8;0;0;3;5;7;14;13;15;42;35;51;53;60;110;122;162;151;76
"KOKO MAA";"1995W22";1011;6;1;0;4;6;4;7;12;22;24;32;50;50;88;134;156;189;152;74
"KOKO MAA";"1995W23";916;6;0;2;7;5;7;4;10;17;38;31;51;65;77;110;159;146;117;64
"KOKO MAA";"1995W24";895;6;0;2;2;8;6;6;15;24;26;27;37;45;81;123;134;156;120;77
"KOKO MAA";"1995W25";934;4;0;0;6;4;6;10;12;25;34;36;48;49;94;122;130;151;137;66
"KOKO MAA";"1995W26";879;4;0;2;2;1;7;5;15;18;30;27;44;46;77;113;113;166;128;81
"KOKO MAA";"1995W27";886;9;1;1;1;3;3;10;12;17;32;34;31;56;90;110;123;159;125;69
"KOKO MAA";"1995W28";922;4;0;1;6;5;6;10;8;16;31;27;42;60;83;120;123;152;134;94
"KOKO MAA";"1995W29";895;6;2;3;2;1;4;5;19;24;40;33;35;52;73;93;128;148;141;86
"KOKO MAA";"1995W30";889;7;1;4;5;5;5;7;12;19;31;30;45;53;97;93;112;148;140;75
"KOKO MAA";"1995W31";916;8;2;1;3;5;7;16;9;20;29;23;43;53;94;113;109;176;126;79
"KOKO MAA";"1995W32";826;7;0;2;3;3;5;8;10;15;30;24;39;46;90;85;133;126;129;71
"KOKO MAA";"1995W33";875;6;0;1;5;3;4;10;16;18;25;30;44;46;76;102;121;160;143;65
"KOKO MAA";"1995W34";864;8;0;0;4;4;5;3;8;20;25;26;35;50;97;109;111;150;142;67
"KOKO MAA";"1995W35";872;3;1;1;1;4;8;7;17;19;35;28;31;54;83;105;134;129;130;82
"KOKO MAA";"1995W36";878;6;2;2;2;3;8;10;8;14;30;25;47;45;59;101;149;145;130;92
"KOKO MAA";"1995W37";921;11;0;5;4;3;6;9;9;21;29;30;48;55;88;114;121;143;155;70
"KOKO MAA";"1995W38";987;5;1;1;8;3;6;7;15;18;41;33;45;41;80;137;147;188;139;72
"KOKO MAA";"1995W39";934;7;1;0;3;3;3;16;13;16;37;38;30;57;81;120;119;161;152;77
"KOKO MAA";"1995W40";859;3;2;1;4;2;8;11;15;21;27;19;34;50;77;115;143;137;120;70
"KOKO MAA";"1995W41";896;7;2;1;3;5;6;4;15;18;25;36;34;63;72;112;132;153;144;64
"KOKO MAA";"1995W42";902;7;0;0;3;1;2;5;9;20;39;25;41;54;78;115;107;182;129;85
"KOKO MAA";"1995W43";933;6;2;0;4;4;8;8;14;18;34;20;43;54;77;137;151;137;128;88
"KOKO MAA";"1995W44";916;5;0;0;4;4;0;5;12;20;31;37;45;58;90;103;136;166;125;75
"KOKO MAA";"1995W45";959;4;1;1;6;5;6;12;14;15;24;41;42;52;87;95;146;169;152;87
"KOKO MAA";"1995W46";888;11;1;1;0;2;6;8;8;24;25;32;29;45;72;92;128;166;142;96
"KOKO MAA";"1995W47";919;2;1;0;0;1;4;2;16;18;29;24;39;59;90;114;133;162;142;83
"KOKO MAA";"1995W48";902;10;1;0;5;1;7;7;7;15;30;35;28;47;76;114;117;158;158;86
"KOKO MAA";"1995W49";941;4;0;0;2;11;2;10;8;19;34;30;31;60;83;117;140;175;141;74
"KOKO MAA";"1995W50";963;1;0;1;0;2;3;9;8;16;25;22;39;59;104;115;143;174;158;84
"KOKO MAA";"1995W51";1104;11;1;0;0;3;3;5;9;20;30;28;49;50;113;126;175;196;184;101
"KOKO MAA";"1995W52";1208;4;1;2;7;3;6;7;14;11;24;42;36;71;94;158;181;236;188;123
"KOKO MAA";"1996W01";1306;4;3;1;3;3;7;13;13;27;26;28;55;70;83;145;194;243;233;155
"KOKO MAA";"1996W02";1229;4;2;1;2;3;3;7;8;20;41;35;48;64;104;117;182;241;230;117
"KOKO MAA";"1996W03";1148;4;1;1;0;6;4;8;12;21;33;27;40;46;89;146;193;207;189;121
"KOKO MAA";"1996W04";1077;8;0;0;1;3;10;10;13;16;38;31;37;49;81;123;168;199;170;120
"KOKO MAA";"1996W05";1096;2;1;1;2;6;6;7;11;16;40;29;42;53;105;125;159;205;164;122
"KOKO MAA";"1996W06";1068;4;2;2;1;5;9;6;14;21;27;22;31;48;105;145;156;187;172;111
"KOKO MAA";"1996W07";1011;7;1;3;5;5;7;5;10;17;37;34;38;48;94;125;129;179;162;105
"KOKO MAA";"1996W08";994;4;0;4;3;2;1;7;12;16;28;21;41;63;87;115;125;187;165;113
"KOKO MAA";"1996W09";1050;7;0;0;2;3;11;7;17;17;31;22;36;46;94;134;145;190;178;110
"KOKO MAA";"1996W10";1014;5;1;2;2;5;4;6;11;10;28;34;38;61;67;143;139;194;157;107
"KOKO MAA";"1996W11";923;7;1;1;0;5;5;4;13;22;23;25;41;43;79;109;110;180;157;98
"KOKO MAA";"1996W12";953;6;1;0;0;4;7;15;10;18;37;33;36;53;79;112;136;168;140;98
"KOKO MAA";"1996W13";956;9;0;0;1;2;8;11;16;18;27;30;33;52;77;113;151;169;135;104
"KOKO MAA";"1996W14";907;3;1;0;4;2;4;13;6;22;23;31;41;51;82;115;128;155;130;96
"KOKO MAA";"1996W15";892;2;4;0;1;5;1;11;10;22;26;34;27;62;86;102;134;140;136;89
"KOKO MAA";"1996W16";946;3;0;1;2;8;9;7;15;18;35;36;37;52;78;114;147;163;134;87
"KOKO MAA";"1996W17";918;6;0;1;4;3;3;4;15;23;27;22;43;55;69;123;139;155;137;89
"KOKO MAA";"1996W18";924;12;0;1;4;5;3;15;12;16;28;30;40;49;81;119;123;158;138;90
"KOKO MAA";"1996W19";914;8;1;3;5;5;4;5;9;16;23;33;43;59;88;108;115;165;141;83
"KOKO MAA";"1996W20";923;6;1;1;4;3;3;7;10;20;16;42;47;48;108;116;123;140;146;82
"KOKO MAA";"1996W21";885;6;0;1;2;5;1;6;11;17;23;35;48;52;82;115;125;158;128;70
"KOKO MAA";"1996W22";896;3;1;1;5;2;5;10;11;11;22;27;31;46;78;126;131;159;139;88
"KOKO MAA";"1996W23";932;9;2;4;2;6;6;6;12;18;32;30;52;56;82;106;133;150;141;85
"KOKO MAA";"1996W24";872;5;2;1;4;5;5;9;10;24;31;20;29;40;93;100;144;146;134;70
"KOKO MAA";"1996W25";925;9;0;0;5;8;5;5;16;19;30;39;46;46;90;99;147;150;122;89
"KOKO MAA";"1996W26";863;7;0;1;2;2;8;7;14;22;27;28;30;51;98;97;111;143;134;81
"KOKO MAA";"1996W27";839;3;1;3;1;3;5;8;17;18;34;35;32;51;81;88;122;148;121;68
"KOKO MAA";"1996W28";867;7;0;0;6;0;6;6;11;21;35;28;44;41;93;105;113;154;116;81
"KOKO MAA";"1996W29";833;3;2;1;2;6;10;7;15;17;33;26;40;43;70;107;130;141;116;64
"KOKO MAA";"1996W30";930;3;1;1;4;5;4;6;14;20;30;30;59;56;70;127;117;161;131;91
"KOKO MAA";"1996W31";844;3;1;1;3;6;5;4;8;19;28;34;30;59;92;103;129;124;129;66
"KOKO MAA";"1996W32";863;3;2;4;9;8;7;6;7;19;30;27;47;55;86;98;126;143;114;72
"KOKO MAA";"1996W33";886;8;1;2;2;6;7;13;9;25;28;25;34;52;86;116;125;127;141;79
"KOKO MAA";"1996W34";892;8;3;3;4;5;9;9;14;19;24;34;42;47;73;107;126;139;149;77
"KOKO MAA";"1996W35";846;2;3;1;1;6;5;10;7;18;41;28;36;42;96;102;122;129;119;78
"KOKO MAA";"1996W36";836;6;0;0;2;2;0;3;11;23;28;26;35;43;77;95;119;156;137;73
"KOKO MAA";"1996W37";879;2;1;0;3;6;6;5;15;21;28;34;43;52;96;114;108;140;123;82
"KOKO MAA";"1996W38";853;2;0;1;5;8;4;9;13;21;21;29;43;49;86;103;119;142;131;67
"KOKO MAA";"1996W39";954;7;1;1;1;5;3;10;16;21;31;25;38;49;98;139;123;143;134;109
"KOKO MAA";"1996W40";884;2;1;0;2;4;6;11;8;14;42;21;42;49;82;105;132;140;132;91
"KOKO MAA";"1996W41";873;6;1;1;2;3;5;7;9;12;24;21;31;43;81;113;127;160;146;81
"KOKO MAA";"1996W42";895;9;0;1;5;2;5;8;4;16;34;38;34;53;90;107;126;153;138;72
"KOKO MAA";"1996W43";882;4;0;0;3;6;4;8;10;27;28;27;42;58;72;111;131;130;136;85
"KOKO MAA";"1996W44";827;3;2;2;3;8;8;6;11;13;23;23;34;42;100;110;103;146;111;79
"KOKO MAA";"1996W45";890;4;0;2;4;3;11;7;12;18;27;23;38;46;82;106;127;157;121;102
"KOKO MAA";"1996W46";910;6;1;1;0;7;6;5;15;18;23;28;34;56;78;109;138;156;134;95
"KOKO MAA";"1996W47";897;9;3;1;4;5;5;6;13;22;23;25;39;46;83;99;134;155;152;73
"KOKO MAA";"1996W48";902;4;1;1;2;0;2;7;17;23;28;31;32;50;72;123;138;159;131;81
"KOKO MAA";"1996W49";910;10;0;1;3;1;2;7;7;18;26;23;41;46;74;96;150;175;149;81
"KOKO MAA";"1996W50";964;12;1;1;3;5;9;6;9;26;27;35;50;53;74;101;139;154;166;93
"KOKO MAA";"1996W51";1041;7;0;1;1;5;6;9;11;24;42;39;43;50;98;135;142;166;153;109
"KOKO MAA";"1996W52";1045;5;0;4;2;3;6;7;15;16;33;45;51;62;92;125;134;185;154;106
"KOKO MAA";"1997W01";1104;7;1;0;2;4;2;8;10;19;31;33;48;61;98;130;160;198;183;109
"KOKO MAA";"1997W02";1041;4;1;1;1;7;2;3;10;19;30;34;52;52;78;121;149;182;182;113
"KOKO MAA";"1997W03";1026;6;1;0;2;4;6;5;15;22;29;29;47;42;84;110;165;167;196;96
"KOKO MAA";"1997W04";974;4;0;1;4;1;2;5;5;17;28;30;51;49;89;140;137;167;158;86
"KOKO MAA";"1997W05";1014;5;0;0;2;4;3;10;11;29;33;35;30;40;103;126;143;167;172;101
"KOKO MAA";"1997W06";976;5;2;2;4;2;4;10;9;19;25;26;35;61;85;133;129;171;161;93
"KOKO MAA";"1997W07";1026;3;1;3;3;2;8;6;8;23;27;35;31;46;82;107;162;199;171;109
"KOKO MAA";"1997W08";975;4;2;2;3;4;8;6;10;16;24;26;41;50;86;131;137;166;164;95
"KOKO MAA";"1997W09";1013;8;1;2;5;5;5;9;12;24;24;32;37;36;76;124;147;182;175;109
"KOKO MAA";"1997W10";1009;9;2;2;4;2;4;12;10;18;40;40;40;51;80;110;141;186;158;100
"KOKO MAA";"1997W11";1015;2;1;2;2;4;4;8;15;20;34;36;33;59;98;132;130;167;166;102
"KOKO MAA";"1997W12";1026;6;0;1;1;4;4;7;13;15;23;39;37;52;97;121;166;159;172;109
"KOKO MAA";"1997W13";884;3;2;0;1;6;4;9;9;20;30;33;36;37;80;104;122;147;144;97
"KOKO MAA";"1997W14";1002;13;1;0;4;6;4;12;12;14;38;28;39;54;78;114;147;175;171;92
"KOKO MAA";"1997W15";970;6;0;0;0;7;7;6;8;17;31;30;43;44;85;126;151;164;149;96
"KOKO MAA";"1997W16";946;4;1;2;2;6;4;5;10;20;37;29;46;57;70;114;128;171;154;86
"KOKO MAA";"1997W17";924;6;1;0;2;6;4;4;16;13;28;27;30;53;95;114;143;160;131;91
"KOKO MAA";"1997W18";937;6;1;2;2;5;6;4;9;18;28;33;53;54;90;115;111;152;163;85
"KOKO MAA";"1997W19";937;9;0;1;1;4;4;11;11;18;27;31;36;51;82;114;150;153;140;94
"KOKO MAA";"1997W20";904;8;5;1;1;4;4;7;13;23;39;39;50;60;71;108;120;133;133;85
"KOKO MAA";"1997W21";887;8;0;1;1;5;3;5;9;17;24;36;38;68;91;108;112;145;121;95
"KOKO MAA";"1997W22";896;5;1;0;4;4;8;6;16;22;32;40;39;58;80;114;115;135;139;78
"KOKO MAA";"1997W23";958;4;3;1;6;4;4;6;17;25;32;30;49;50;91;108;133;153;148;94
"KOKO MAA";"1997W24";1007;5;0;1;4;2;8;9;15;23;34;35;45;57;88;120;157;158;160;86
"KOKO MAA";"1997W25";894;9;4;2;4;5;8;8;11;18;25;38;43;60;71;109;119;147;130;83
"KOKO MAA";"1997W26";897;3;1;2;1;4;5;10;8;25;35;30;37;34;88;109;121;163;127;94
"KOKO MAA";"1997W27";927;9;2;1;3;6;4;12;8;20;27;34;36;49;77;105;126;154;169;85
"KOKO MAA";"1997W28";804;6;2;1;4;7;9;3;8;16;22;35;37;48;72;100;120;126;100;88
"KOKO MAA";"1997W29";798;3;2;1;3;6;2;6;12;26;24;35;41;39;63;116;110;124;124;61
"KOKO MAA";"1997W30";918;8;7;0;0;1;7;6;18;20;24;38;39;61;83;102;122;168;136;78
"KOKO MAA";"1997W31";830;6;2;1;0;5;4;8;9;20;17;27;37;43;70;110;117;143;130;81
"KOKO MAA";"1997W32";920;1;2;1;4;10;6;4;11;14;29;27;40;42;78;100;150;168;139;94
"KOKO MAA";"1997W33";838;5;1;0;6;4;5;9;14;13;27;34;29;58;60;103;115;135;139;81
"KOKO MAA";"1997W34";840;5;4;2;3;9;3;6;15;16;30;30;34;46;70;96;124;137;126;84
"KOKO MAA";"1997W35";893;4;1;3;1;2;6;7;11;18;28;33;38;45;76;115;128;151;157;69
"KOKO MAA";"1997W36";875;5;1;1;1;3;5;9;8;18;15;22;33;60;80;106;135;149;132;92
"KOKO MAA";"1997W37";939;11;2;1;3;5;7;3;15;20;31;40;49;56;81;129;134;138;132;82
"KOKO MAA";"1997W38";862;4;1;1;3;4;6;4;10;20;24;35;35;50;84;93;132;135;124;97
"KOKO MAA";"1997W39";889;1;0;1;2;6;8;3;10;8;22;28;44;48;86;103;145;148;141;85
"KOKO MAA";"1997W40";919;8;1;3;6;4;5;6;10;14;23;39;26;49;89;121;119;153;143;100
"KOKO MAA";"1997W41";925;2;1;0;0;3;6;12;14;23;36;38;42;52;69;109;135;171;136;76
"KOKO MAA";"1997W42";977;8;1;1;3;5;1;4;9;17;27;51;26;49;90;123;135;156;171;100
"KOKO MAA";"1997W43";973;4;1;0;3;4;6;6;11;18;27;43;55;43;96;104;153;143;150;106
"KOKO MAA";"1997W44";955;4;0;1;5;7;7;7;10;21;33;33;32;61;66;116;132;151;144;125
"KOKO MAA";"1997W45";940;3;0;0;5;2;4;8;16;25;43;46;29;43;76;118;124;137;168;93
"KOKO MAA";"1997W46";950;6;1;0;5;7;6;11;10;13;28;40;43;59;97;114;139;150;113;108
"KOKO MAA";"1997W47";894;3;0;0;3;5;4;4;4;13;30;42;40;49;73;113;140;145;153;73
"KOKO MAA";"1997W48";892;8;0;3;1;3;4;5;10;11;35;33;24;60;78;106;116;156;141;98
"KOKO MAA";"1997W49";955;5;0;0;3;4;6;7;13;16;25;45;42;41;75;123;144;159;152;95
"KOKO MAA";"1997W50";955;6;2;1;3;1;3;6;12;18;24;40;47;47;79;108;143;149;149;117
"KOKO MAA";"1997W51";1047;8;0;0;6;0;6;3;9;20;21;46;40;50;100;122;151;180;176;109
"KOKO MAA";"1997W52";1035;8;0;3;1;3;4;10;14;21;36;30;40;58;97;104;149;178;160;119
"KOKO MAA";"1998W01";982;7;0;0;2;5;4;9;5;16;30;43;41;55;80;141;147;157;143;97
"KOKO MAA";"1998W02";955;9;1;1;5;3;4;7;9;25;27;29;41;51;64;107;146;154;170;102
"KOKO MAA";"1998W03";959;4;2;0;1;6;0;8;16;16;30;42;34;50;78;105;131;167;145;124
"KOKO MAA";"1998W04";902;5;0;2;2;3;2;3;8;19;20;33;29;41;64;139;150;137;142;103
"KOKO MAA";"1998W05";956;5;1;0;1;3;3;8;9;17;28;34;47;49;74;135;144;149;139;110
"KOKO MAA";"1998W06";1036;11;0;1;2;1;6;9;18;19;33;37;37;58;87;146;148;163;159;101
"KOKO MAA";"1998W07";1085;7;3;2;3;5;4;6;9;19;35;34;32;65;89;127;157;182;198;108
"KOKO MAA";"1998W08";1095;8;0;1;2;5;4;4;11;14;32;36;42;43;114;146;148;183;173;129
"KOKO MAA";"1998W09";1200;6;2;0;1;4;5;7;12;16;37;44;58;61;100;131;157;211;206;142
"KOKO MAA";"1998W10";1150;3;0;2;1;6;3;9;12;27;26;32;36;66;97;138;187;194;193;118
"KOKO MAA";"1998W11";1151;4;0;1;5;4;3;4;7;14;17;47;43;61;92;133;162;197;215;142
"KOKO MAA";"1998W12";1110;7;1;0;3;3;5;6;10;19;31;39;35;57;90;144;178;186;187;109
"KOKO MAA";"1998W13";1040;9;0;3;1;5;5;10;9;10;25;47;46;52;87;121;151;162;158;139
"KOKO MAA";"1998W14";1019;7;0;0;5;5;6;8;14;16;28;53;48;62;86;117;134;182;149;99
"KOKO MAA";"1998W15";1035;4;0;0;5;11;10;4;6;17;27;47;45;54;86;130;140;170;159;120
"KOKO MAA";"1998W16";1009;9;1;1;4;3;3;4;12;18;22;35;35;51;94;102;162;150;179;124
"KOKO MAA";"1998W17";914;4;1;1;2;4;3;10;8;12;34;45;33;43;79;129;126;146;136;98
"KOKO MAA";"1998W18";961;7;0;3;1;6;4;5;7;28;38;40;43;41;75;136;136;150;146;95
"KOKO MAA";"1998W19";889;5;1;2;0;2;5;7;6;18;31;39;43;45;64;101;144;145;142;89
"KOKO MAA";"1998W20";855;8;0;1;3;0;1;9;4;13;24;42;29;54;78;115;126;127;128;93
"KOKO MAA";"1998W21";855;3;1;1;4;9;6;12;12;14;18;38;32;54;73;92;125;140;140;81
"KOKO MAA";"1998W22";895;5;0;1;4;4;7;5;16;20;29;29;38;69;76;129;144;124;118;77
"KOKO MAA";"1998W23";870;4;1;2;5;4;7;5;11;15;25;34;36;42;74;98;135;160;123;89
"KOKO MAA";"1998W24";867;6;0;0;4;2;5;6;6;19;32;41;35;42;74;102;133;146;119;95
"KOKO MAA";"1998W25";885;8;2;1;3;6;5;7;11;12;27;46;38;44;73;123;120;154;138;67
"KOKO MAA";"1998W26";877;3;0;1;3;3;2;11;11;21;30;35;50;46;77;103;145;141;127;68
"KOKO MAA";"1998W27";888;2;1;2;3;3;5;5;16;26;32;39;38;44;85;97;109;156;119;106
"KOKO MAA";"1998W28";911;5;1;3;3;3;4;8;16;13;28;41;52;54;71;97;139;137;147;89
"KOKO MAA";"1998W29";875;4;0;1;4;6;4;6;9;9;25;47;41;51;69;106;126;133;126;108
"KOKO MAA";"1998W30";891;3;0;1;4;7;6;8;13;31;29;42;29;49;60;104;127;146;152;80
