group;week;Low normal range;High normal range;Baseline;Substantial increase;Observed count
85P;2017-40;24379.41;25699.32;25036.46;26367.92;25548
85P;2017-41;24718.13;26048.05;25380.19;26721.68;26201
85P;2017-42;25073.11;26416.06;25741.66;27096.25;25644
85P;2017-43;25439.6;26798.8;26116.26;27487.2;25592
85P;2017-44;25812.52;27191.32;26498.93;27889.64;25859
85P;2017-45;26186.64;27588.06;26884.3;28297.85;26579
85P;2017-46;26556.41;27983.24;27266.71;28705.94;27499
85P;2017-47;26916.34;28370.65;27640.3;29107.31;27968
85P;2017-48;27260.85;28743.97;27999.14;29495.3;27996
85P;2017-49;27584.5;29096.84;28337.31;29863.04;29686
85P;2017-50;27882.04;29423.02;28649.07;30203.81;30780
85P;2017-51;28148.59;29716.5;28929;30511.01;31600
85P;2017-52;28379.64;29971.8;29172.1;30778.68;33365
85P;2018-01;28571.28;30184.02;29373.96;31001.4;36130
85P;2018-02;28720.22;30349.05;29530.89;31174.63;35242
85P;2018-03;28823.92;30463.67;29640.01;31294.81;34844
85P;2018-04;28880.63;30525.69;29699.36;31359.53;33879
85P;2018-05;28889.47;30534;29707.94;31367.57;33224
85P;2018-06;28850.41;30488.61;29665.74;31318.94;33296
85P;2018-07;28764.32;30390.65;29573.76;31214.93;34814
85P;2018-08;28632.89;30242.34;29433.95;31057.99;35789
85P;2018-09;28458.64;30046.88;29249.17;30851.71;37998
85P;2018-10;28244.79;29808.38;29023.08;30600.64;38584
85P;2018-11;27995.22;29531.71;28760.04;30310.15;35392
85P;2018-12;27714.33;29222.32;28465;29986.25;33373
85P;2018-13;27406.96;28886.14;28143.31;29635.39;31850
85P;2018-14;27078.3;28529.34;27800.66;29264.27;30342
85P;2018-15;26733.74;28158.2;27442.89;28879.63;29070
85P;2018-16;26378.78;27778.99;27075.86;28488.09;27473
85P;2018-17;26018.94;27397.76;26705.38;28096.02;25954
85P;2018-18;25659.67;27020.3;26337.06;27709.35;25283
85P;2018-19;25306.27;26652.04;25976.25;27333.59;25407
85P;2018-20;24963.79;26297.94;25627.97;26973.65;24643
85P;2018-21;24636.99;25962.55;25296.88;26633.97;24980
85P;2018-22;24330.29;25649.92;24987.2;26318.4;25000
85P;2018-23;24047.67;25363.62;24702.72;26030.3;23974
85P;2018-24;23792.76;25106.76;24446.82;25772.53;23522
85P;2018-25;23568.69;24882.02;24222.39;25547.53;24018
85P;2018-26;23378.17;24691.66;24031.92;25357.32;24811
85P;2018-27;23223.42;24537.53;23877.46;25203.57;25128
85P;2018-28;23106.27;24421.14;23760.67;25087.62;23959
85P;2018-29;23028.06;24343.61;23682.79;25010.47;24846
85P;2018-30;22989.83;24305.66;23644.69;24972.67;25939
85P;2018-31;22991.98;24307.82;23646.85;24974.84;27433
85P;2018-32;23034.67;24350.18;23689.38;25017.01;26205
85P;2018-33;23117.56;24432.51;23772.01;25099.03;24231
85P;2018-34;23239.92;24554.27;23894.08;25220.42;24222
85P;2018-35;23400.58;24714.53;24054.56;25380.43;23555
85P;2018-36;23597.87;24912.05;24251.99;25577.98;23976
85P;2018-37;23829.8;25145.07;24484.49;25811.48;23800
85P;2018-38;24093.74;25411.58;24749.74;26079.21;24739
85P;2018-39;24386.73;25709.01;25044.96;26378.82;24195
85P;2018-40;24705.27;26034.36;25366.91;26707.57;25457
85P;2018-41;25045.45;26384.14;25711.89;27062.16;26216
85P;2018-42;25402.9;26754.37;26075.71;27438.81;25220
85P;2018-43;25772.91;27140.5;26453.76;27833.07;25438
85P;2018-44;26150.43;27537.53;26840.99;28239.99;26465
85P;2018-45;26530.12;27939.99;27232.01;28654;27051
85P;2018-46;26906.45;28342;27621.12;29069.05;26527
85P;2018-47;27273.82;28737.37;28002.4;29478.65;27074
85P;2018-48;27626.56;29119.68;28369.84;29876;27528
85P;2018-49;27959.14;29482.46;28717.43;30254.16;28155
85P;2018-50;28266.19;29819.34;29039.3;30606.24;28067
85P;2018-51;28542.66;30124.19;29329.87;30925.55;29601
85P;2018-52;28783.94;30391.3;29583.98;31205.83;29589
85P;2019-01;28985.93;30615.59;29797.04;31441.49;31703
85P;2019-02;29145.15;30792.71;29965.16;31627.75;33262
85P;2019-03;29258.91;30919.23;30085.25;31760.78;33448
85P;2019-04;29325.26;30992.72;30155.15;31837.9;33725
85P;2019-05;29343.14;31011.82;30173.64;31857.63;33890
85P;2019-06;29312.38;30976.36;30140.54;31819.76;33981
85P;2019-07;29233.66;30887.25;30056.66;31725.35;32831
85P;2019-08;29108.57;30746.53;29923.82;31576.65;32926
85P;2019-09;28939.51;30557.28;29744.73;31377.11;32522
85P;2019-10;28729.61;30323.51;29522.97;31131.15;31106
85P;2019-11;28482.71;30049.98;29262.85;30844.05;30332
85P;2019-12;28203.15;29742.19;28969.26;30521.87;29003
85P;2019-13;27895.8;29406;28647.58;30171;28134
85P;2019-14;27565.86;29047.68;28303.53;29798.23;28619
85P;2019-15;27218.75;28673.57;27943.01;29410.4;27629
85P;2019-16;26860.06;28290.05;27571.96;29014.27;27953
85P;2019-17;26495.38;27903.31;27196.31;28616.34;27794
85P;2019-18;26130.29;27519.28;26821.79;28222.72;26812
85P;2019-19;25770.16;27143.54;26453.88;27839.1;26455
85P;2019-20;25420.19;26781.23;26097.75;27470.56;26441
85P;2019-21;25085.27;26437.03;25758.2;27121.74;26150
85P;2019-22;24769.93;26115.17;25439.58;26796.63;25873
85P;2019-23;24478.35;25819.32;25145.86;26498.69;25528
85P;2019-24;24214.18;25552.84;24880.51;26231.12;25215
85P;2019-25;23980.77;25318.42;24646.57;25996.26;25007
85P;2019-26;23780.91;25118.5;24446.66;25796.39;26226
85P;2019-27;23616.98;24955.02;24282.93;25633.2;25256
85P;2019-28;23490.9;24829.55;24157.13;25508.1;24879
85P;2019-29;23404.08;24743.38;24070.62;25422.29;24623
85P;2019-30;23357.69;24697.23;24024.35;25376.27;27576
85P;2019-31;23352.18;24691.78;24018.86;25370.86;24663
85P;2019-32;23387.87;24727.07;24054.36;25405.93;24575
85P;2019-33;23464.43;24803.05;24130.64;25481.59;24044
85P;2019-34;23581.19;24919.2;24247.12;25597.39;24593
85P;2019-35;23737.06;25074.65;24402.8;25752.55;25545
85P;2019-36;23930.46;25268.18;24596.29;25946.07;23873
85P;2019-37;24159.38;25498.16;24825.76;26176.53;24490
85P;2019-38;24421.31;25762.57;25088.95;26442.12;24992
85P;2019-39;24713.29;26058.91;25383.13;26740.59;25680
85P;2019-40;25031.9;26384.22;25705.1;27069.22;25687
85P;2019-41;25373.2;26735.07;26051.17;27424.85;26733
85P;2019-42;25732.88;27107.47;26417.19;27803.65;26924
85P;2019-43;26106.22;27496.93;26798.57;28201.26;27037
85P;2019-44;26488.12;27898.5;27190.26;28612.78;27507
85P;2019-45;26873.24;28306.65;27586.84;29032.62;27858
85P;2019-46;27256;28715.52;27982.59;29454.74;28630
85P;2019-47;27630.72;29118.85;28371.54;29872.62;29551
85P;2019-48;27991.67;29510.18;28747.58;30279.41;29456
85P;2019-49;28333.18;29882.93;29104.62;30668.06;29617
85P;2019-50;28649.79;30230.61;29436.66;31031.57;30310
85P;2019-51;28936.3;30546.92;29737.97;31363.07;31227
85P;2019-52;29187.93;30825.99;30003.24;31656.14;30429
85P;2020-01;29400.42;31062.53;30227.67;31904.94;32070
85P;2020-02;29570.14;31251.97;30407.18;32104.44;33329
85P;2020-03;29694.17;31390.64;30538.48;32250.59;32601
85P;2020-04;29770.4;31475.88;30619.18;32340.42;31869
85P;2020-05;29797.59;31506.11;30647.88;32372.21;32763
85P;2020-06;29775.38;31480.91;30624.19;32345.48;31599
85P;2020-07;29704.33;31401.01;30548.74;32261.06;31524
85P;2020-08;29585.87;31268.26;30423.19;32121.01;30072
85P;2020-09;29422.28;31085.59;30250.12;31928.61;30713
85P;2020-10;29216.66;30856.83;30033.01;31688.05;30960
85P;2020-11;28972.63;30586.86;29776.1;31404.85;31525
85P;2020-12;28694.68;30280.93;29484.25;31084.66;34427
85P;2020-13;28387.59;29945;29162.83;30734.05;40062
85P;2020-14;28056.59;29585.36;28817.59;30359.83;47286
85P;2020-15;27707.15;29208.44;28454.49;29968.93;46939
85P;2020-16;27344.92;28820.7;28079.58;29568.23;41975
85P;2020-17;26975.6;28428.47;27698.86;29164.39;36776
85P;2020-18;26604.82;28037.84;27318.2;28763.69;32442
85P;2020-19;26238.1;27654.52;26943.21;28371.99;30260
85P;2020-20;25880.76;27283.85;26579.22;27994.6;27541
85P;2020-21;25537.79;26930.66;26231.14;27636.29;27594
85P;2020-22;25213.88;26599.33;25903.52;27301.27;25943
85P;2020-23;24913.31;26293.75;25600.42;26993.22;25661
85P;2020-24;24639.92;26017.3;25325.49;26715.3;24765
85P;2020-25;24397.14;25772.92;25081.88;26470.18;24653
85P;2020-26;24187.89;25563.13;24872.34;26260.19;26056
85P;2020-27;24014.67;25389.98;24699.13;26087.15;24857
85P;2020-28;23879.5;25255.18;24564.13;25952.59;24660
85P;2020-29;23783.97;25160.02;24468.77;25857.66;24942
85P;2020-30;23729.19;25105.45;24414.09;25803.22;25389
85P;2020-31;23715.87;25092.09;24400.74;25789.84;26714
85P;2020-32;23744.27;25120.16;24428.99;25817.74;26404
85P;2020-33;23814.21;25189.6;24498.69;25886.89;28675
85P;2020-34;23925.1;25299.97;24609.34;25996.94;26270
85P;2020-35;24075.89;25450.45;24759.99;26147.22;25228
85P;2020-36;24265.08;25639.9;24949.33;26336.72;25420
85P;2020-37;24490.7;25866.73;25175.58;26564.08;26206
85P;2020-38;24750.31;26128.95;25436.52;26827.55;27235
85P;2020-39;25040.99;26424.14;25729.47;27124.95;26079
85P;2020-40;25359.35;26749.36;26051.26;27453.59;27405
85P;2020-41;25701.5;27101.22;26398.27;27810.31;27624
85P;2020-42;26063.14;27475.78;26766.36;28191.37;28480
85P;2020-43;26439.54;27868.59;27150.93;28592.46;31511
85P;2020-44;26825.42;28274.87;27546.97;29009.08;33102
85P;2020-45;27216.03;28688.5;27949.03;29434.38;35009
85P;2020-46;27605.1;29104.22;28351.36;29863.64;36026
85P;2020-47;27987.09;29515.54;28747.93;30289.86;35951
85P;2020-48;28356.2;29915.91;29132.58;30706.14;36294
85P;2020-49;28706.67;30298.68;29499.09;31105.36;37263
85P;2020-50;29032.88;30657.22;29841.37;31480.37;38390
85P;2020-51;29329.52;30985.1;30153.52;31824.19;38555
85P;2020-52;29591.63;31276.27;30430.07;32130.18;38773
85P;2020-53;29814.8;31525.23;30666.04;32392.3;39532
85P;2021-01;29995.2;31727.2;30857.15;32605.28;41245
85P;2021-02;30129.73;31878.28;30999.89;32764.81;42662
85P;2021-03;30216.1;31975.56;31091.68;32867.66;43697
85P;2021-04;30252.87;32017.23;31130.88;32911.83;41373
85P;2021-05;30239.51;32002.64;31116.91;32896.61;37610
85P;2021-06;30176.42;31932.3;31050.22;32822.57;35034
85P;2021-07;30064.88;31807.88;30932.29;32691.58;33716
85P;2021-08;29907.06;31632.14;30765.57;32506.7;30871
85P;2021-09;29705.92;31408.87;30553.44;32272.13;29073
85P;2021-10;29465.16;31142.66;30300.04;31992.95;29424
85P;2021-11;29189.07;30838.91;30010.21;31675.1;28973
85P;2021-12;28882.5;30503.51;29689.32;31325.01;28856
85P;2021-13;28550.68;30142.77;29343.12;30949.55;28747
85P;2021-14;28199.13;29763.19;28977.64;30555.71;28571
85P;2021-15;27833.57;29371.34;28599.01;30150.5;28479
85P;2021-16;27459.77;28973.67;28213.33;29740.72;28308
85P;2021-17;27083.47;28576.41;27826.6;29332.83;27864
85P;2021-18;26710.3;28185.45;27444.57;28932.87;27810
85P;2021-19;26345.68;27806.28;27072.69;28546.37;26644
85P;2021-20;25994.76;27443.91;26716.06;28178.25;25695
85P;2021-21;25662.34;27102.89;26379.34;27832.95;25696
85P;2021-22;25352.82;26787.28;26066.76;27514.32;26150
85P;2021-23;25070.19;26500.61;25782.09;27225.68;25348
85P;2021-24;24817.99;26245.98;25528.66;26969.9;26582
85P;2021-25;24599.28;26026.01;25309.29;26749.36;25336
85P;2021-26;24416.69;25842.89;25126.42;26566.05;25778
85P;2021-27;24272.32;25698.45;24981.99;26421.63;25843
85P;2021-28;24167.86;25594.06;24877.55;26317.32;26224
85P;2021-29;24104.56;25530.77;24814.25;26254.06;27350
85P;2021-30;24083.18;25509.26;24792.8;26232.49;26728
85P;2021-31;24104.08;25529.85;24813.55;26252.92;27457
85P;2021-32;24167.17;25592.53;24876.45;26315.36;28320
85P;2021-33;24271.92;25696.92;24981.03;26419.52;27638
85P;2021-34;24417.35;25842.29;25126.45;26564.8;26799
85P;2021-35;24602.03;26027.5;25311.42;26750.22;26892
85P;2021-36;24824.04;26251.06;25534.23;26974.47;28739
85P;2021-37;25081.03;26511;25792.71;27235.84;27307
85P;2021-38;25370.1;26804.96;26084.24;27532.19;26896
85P;2021-39;25687.9;27130.04;26405.69;27860.89;27539
85P;2021-40;26030.62;27482.88;26753.46;28218.8;27795
85P;2021-41;26394.02;27859.5;27123.46;28602.08;28884
85P;2021-42;26773.2;28255.66;27511.1;29006.82;30089
85P;2021-43;27163.27;28666.22;27911.37;29427.75;31023
85P;2021-44;27558.75;29085.75;28318.82;29859.48;31173
85P;2021-45;27954;29508.33;28727.66;30295.94;32490.06
85P;2021-46;28343.18;29927.64;29131.82;30730.57;33003.38
85P;2021-47;28720.43;30337.06;29525.06;31156.38;33868.16
85P;2021-48;29079.83;30729.92;29901.08;31566.28;35897.43
85P;2021-49;29415.69;31099.4;30253.64;31952.9;36243.44
85P;2021-50;29722.54;31438.96;30576.73;32309.13;35051.53
85P;2021-51;29995.27;31742.36;30864.69;32628.19;35248.99
85P;2021-52;30229.28;32003.91;31112.38;32903.81;35432.43
85P;2022-01;30420.57;32218.61;31315.29;33130.46;34872.09
85P;2022-02;30565.83;32382.35;31469.72;33303.64;34692.45
85P;2022-03;30662.59;32491.96;31572.86;33419.81;35100.87
85P;2022-04;30709.22;32545.37;31622.85;33476.69;36107.55
85P;2022-05;30705;32541.74;31618.92;33473.36;36645.1
85P;2022-06;30650.19;32481.3;31561.32;33410.05;35157.05
85P;2022-07;30545.89;32365.58;31451.35;33288.5;34955.55
85P;2022-08;30394.16;32197.15;31291.33;33111.55;32885.54
85P;2022-09;30197.86;31979.65;31084.5;32883.24;32927.13
85P;2022-10;29960.63;31717.59;30834.94;32608.51;33111.52
85P;2022-11;29686.68;31416.34;30547.43;32293.33;33094.75
85P;2022-12;29380.89;31081.73;30227.32;31944.04;33398.35
85P;2022-13;29048.51;30720.11;29880.41;31567.53;33333.96
85P;2022-14;28695.08;30338.05;29512.75;31170.9;33781.78
85P;2022-15;28326.39;29942.2;29130.56;30761.24;33000.96
85P;2022-16;27948.29;29539.15;28740.05;30345.52;31385.23
85P;2022-17;27566.78;29135.09;28347.32;29930.03;30638.24
85P;2022-18;27187.36;28736.36;27958.28;29521.52;29626.69
85P;2022-19;26814.83;28349.33;27578.52;29127.2;29398.68
85P;2022-20;26456.57;27977.08;27213.28;28747.89;28925.65
85P;2022-21;26115.67;27626.17;26867.38;28391.97;27091.92
85P;2022-22;25797.23;27300.28;26545.21;28062.37;27754.09
85P;2022-23;25505.35;27003.12;26250.67;27762.62;27586.94
85P;2022-24;25243.51;26738.13;25987.24;27496.12;29064.32
85P;2022-25;25015.47;26507.49;25757.88;27264.23;28312.18
85P;2022-26;24823.38;26314.11;25565.12;27070.27;28372.87
85P;2022-27;24669.69;26159.7;25411.05;26915.56;29125.5
85P;2022-28;24556.15;26045.79;25297.32;26801.51;31082.43
85P;2022-29;24484.1;25973.53;25225.15;26729.17;33729.41
85P;2022-30;24454.51;25943.55;25195.36;26698.99;31472.32
85P;2022-31;24467.7;25956.4;25208.39;26711.68;30722.11
85P;2022-32;24523.64;26012.14;25264.24;26767.28;30746.64
85P;2022-33;24622.03;26110.3;25362.53;26865.28;29540.16
85P;2022-34;24761.83;26250.35;25502.47;27005.41;28233.89
85P;2022-35;24941.71;26431.18;25682.85;27186.64;27085.81
85P;2022-36;25159.83;26651.32;25902;27407.73;27027.66
85P;2022-37;25413.89;26908.87;26157.82;27666.98;27060.49
85P;2022-38;25701.05;27201.49;26447.73;27962.28;28100.19
85P;2022-39;26017.97;27526.41;26768.65;28291.19;30181.67
85P;2022-40;26361.03;27880.09;27117.02;28650.19;30975.71
85P;2022-41;26725.8;28258.86;27488.77;29036.01;31545.26
85P;2022-42;27107.65;28658.23;27879.34;29444.24;30595.96
85P;2022-43;27501.48;29073.25;28283.73;29869.99;27349.9
